gene,meta_go_in_degree,meta_go_out_degree,meta_go_in_strength,meta_go_out_strength,meta_pathway_count,meta_is_perturbable
STX6,-0.038257223,-0.038257223,-0.22260651,-0.22260651,0.46516666,0.0
MR1,-0.62381756,-0.62381756,-0.88160646,-0.88160646,-1.0265216,0.0
IER5,1.3552185,1.3552185,1.5158775,1.5158775,-1.0265216,0.0
RNASEL,-0.08549491,-0.08549491,-0.2856964,-0.2856964,0.31337905,0.0
RGS16,0.6118868,0.6118868,0.5550181,0.5550181,0.46516666,0.0
NPL,0.97599185,0.97599185,1.0215971,1.0215971,0.31337905,0.0
DHX9,-1.6314158,-1.6314158,-1.644667,-1.644667,1.170565,0.0
SMG7,1.1435035,1.1435035,1.1708593,1.1708593,0.12760599,0.0
NCF2,0.047651686,0.047651686,-0.13623415,-0.13623415,1.4675065,0.0
ARPC5,0.2998126,0.2998126,0.16006571,0.16006571,1.4675065,0.0
COLGALT2,0.54537237,0.54537237,0.5644117,0.5644117,0.12760599,0.0
TSEN15,0.80700284,0.80700284,0.8542544,0.8542544,0.12760599,0.0
FAM129A,1.3896662,1.3896662,1.5270679,1.5270679,-1.0265216,0.0
TPR,-1.0415851,-1.0415851,-1.2188004,-1.2188004,2.42275,0.0
PLA2G4A,-1.9621004,-1.9621004,-1.774065,-1.774065,1.7173518,0.0
CDC73,-0.23158549,-0.23158549,-0.47782648,-0.47782648,1.170565,0.0
B3GALT2,-0.8883994,-0.8883994,-1.044383,-1.044383,-0.44945776,0.0
CFH,0.22222121,0.22222121,0.10484553,0.10484553,-0.111897096,0.0
CFHR3,0.92675495,0.92675495,1.0486672,1.0486672,-0.111897096,0.0
ASPM,-2.2130494,-2.2130494,-1.9548697,-1.9548697,-1.0265216,0.0
ZBTB41,0.56113946,0.56113946,1.049657,1.049657,-1.0265216,0.0
PTPRC,-2.6067832,-2.6067832,-2.0705433,-2.0705433,0.80272734,0.0
ZNF281,0.9031822,0.9031822,1.1015171,1.1015171,-1.0265216,0.0
KIF14,-1.18914,-1.18914,-1.2575834,-1.2575834,0.7046697,0.0
CAMSAP2,-0.7887371,-0.7887371,-0.96984285,-0.96984285,-1.0265216,0.0
NAV1,-0.6560483,-0.6560483,-0.79382586,-0.79382586,-1.0265216,0.0
SHISA4,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
ELF3,0.9888432,0.9888432,1.1873316,1.1873316,0.12760599,0.0
ARL8A,0.34891966,0.34891966,0.20317364,0.20317364,-0.44945776,0.0
PTPN7,1.0632907,1.0632907,1.091622,1.091622,0.80272734,0.0
UBE2T,0.36455527,0.36455527,0.24995779,0.24995779,0.31337905,0.0
PPP1R12B,1.0270511,1.0270511,1.0270282,1.0270282,1.108868,0.0
KDM5B,0.20303138,0.20303138,0.020679682,0.020679682,0.7046697,0.0
PPFIA4,0.8959537,0.8959537,0.9027911,0.9027911,0.5935012,0.0
CHIT1,-1.1437321,-1.1437321,-1.2009081,-1.2009081,-0.44945776,0.0
BTG2,0.27683672,0.27683672,0.07566775,0.07566775,-0.111897096,0.0
PRELP,-0.19639936,-0.19639936,-0.23234554,-0.23234554,0.7046697,0.0
ATP2B4,-2.449784,-2.449784,-1.9800053,-1.9800053,0.8904428,0.0
ZC3H11A,1.0765306,1.0765306,1.2027434,1.2027434,0.5935012,0.0
ZBED6,0.68909234,0.68909234,0.75899374,0.75899374,-1.0265216,0.0
SOX13,0.9031822,0.9031822,1.0564034,1.0564034,0.12760599,0.0
PLEKHA6,0.9174205,0.9174205,1.3410503,1.3410503,0.31337905,0.0
MDM4,0.44484302,0.44484302,0.31492367,0.31492367,1.4248035,0.0
NFASC,-0.6898267,-0.6898267,-0.9022294,-0.9022294,0.46516666,0.0
TMCC2,0.86879456,0.86879456,1.0409032,1.0409032,-1.0265216,0.0
NUAK2,0.36197332,0.36197332,0.41458988,0.41458988,-1.0265216,0.0
KLHDC8A,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
CDK18,1.0497972,1.0497972,1.1268803,1.1268803,-1.0265216,0.0
NUCKS1,0.109544694,0.109544694,-0.07641811,-0.07641811,-1.0265216,0.0
C1orf186,0.8014847,0.8014847,0.8751743,0.8751743,-1.0265216,0.0
CTSE,-1.5105056,-1.5105056,-1.4998349,-1.4998349,-0.111897096,0.0
IKBKE,0.32206213,0.32206213,0.13772997,0.13772997,1.9092689,0.0
RASSF5,1.2023053,1.2023053,1.2418456,1.2418456,-1.0265216,0.0
MAPKAPK2,0.2190592,0.2190592,0.14238277,0.14238277,2.1609259,0.0
IL24,0.022962118,0.022962118,-0.10462146,-0.10462146,0.12760599,0.0
PIGR,-0.5168622,-0.5168622,-0.7112148,-0.7112148,-0.44945776,0.0
YOD1,-0.05209864,-0.05209864,-0.24458642,-0.24458642,-0.111897096,0.0
CD55,-0.61339414,-0.61339414,-0.8249119,-0.8249119,1.108868,0.0
CR2,0.17322856,0.17322856,0.034314666,0.034314666,-0.111897096,0.0
CR1L,0.8983713,0.8983713,0.8935373,0.8935373,-1.0265216,0.0
CD46,-0.40840515,-0.40840515,-0.6013066,-0.6013066,-0.111897096,0.0
NEK2,0.42146623,0.42146623,0.33914268,0.33914268,1.8323655,0.0
LPGAT1,-0.19070236,-0.19070236,-0.3274807,-0.3274807,0.12760599,0.0
DTL,-0.6671286,-0.6671286,-0.9016581,-0.9016581,0.31337905,0.0
PPP2R5A,0.8624732,0.8624732,0.79729944,0.79729944,2.0651276,0.0
NENF,0.5085487,0.5085487,0.42265183,0.42265183,-1.0265216,0.0
ATF3,0.60459584,0.60459584,0.77191,0.77191,1.108868,0.0
TATDN3,0.25909856,0.25909856,0.35851938,0.35851938,-1.0265216,0.0
RPS6KC1,0.24701948,0.24701948,0.2414793,0.2414793,-1.0265216,0.0
PROX1,-0.024682859,-0.024682859,-0.20656648,-0.20656648,-1.0265216,0.0
PTPN14,1.0497972,1.0497972,1.0683758,1.0683758,0.31337905,0.0
CENPF,0.059679095,0.059679095,-0.113396265,-0.113396265,1.5081258,0.0
EPRS,0.512737,0.512737,0.37607762,0.37607762,-1.0265216,0.0
IARS2,-1.2376819,-1.2376819,-1.2821556,-1.2821556,-0.111897096,1.0
MARC2,-2.6067832,-2.6067832,-2.0710187,-2.0710187,-1.0265216,0.0
DUSP10,-0.44003204,-0.44003204,-0.6432702,-0.6432702,0.7046697,0.0
MIA3,-0.5634739,-0.5634739,-0.790958,-0.790958,0.80272734,0.0
BROX,1.1139299,1.1139299,1.2993743,1.2993743,-1.0265216,0.0
CAPN2,-0.6671286,-0.6671286,-0.9356678,-0.9356678,0.9697911,0.0
TP53BP2,1.2891685,1.2891685,1.3672587,1.3672587,0.8904428,0.0
WDR26,1.536507,1.536507,1.7726504,1.7726504,0.12760599,0.0
CNIH3,-0.71328133,-0.71328133,-0.8661191,-0.8661191,0.7046697,0.0
LBR,0.6776252,0.6776252,0.5908215,0.5908215,1.6192942,0.0
TMEM63A,0.5841469,0.5841469,0.5329475,0.5329475,-0.44945776,0.0
LEFTY1,-1.5887616,-1.5887616,-1.4737302,-1.4737302,-0.44945776,0.0
LEFTY2,-0.49030897,-0.49030897,-0.58975184,-0.58975184,0.46516666,0.0
SDE2,1.2246677,1.2246677,1.2832136,1.2832136,0.31337905,0.0
ACBD3,0.53128034,0.53128034,0.4599393,0.4599393,0.31337905,0.0
PARP1,-1.4400889,-1.4400889,-1.5458381,-1.5458381,1.5468549,0.0
CDC42BPA,0.6792748,0.6792748,0.6698727,0.6698727,0.7046697,0.0
ZNF678,0.55526835,0.55526835,1.0270915,1.0270915,-1.0265216,0.0
WNT9A,-0.37813905,-0.37813905,-0.58670187,-0.58670187,0.46516666,0.0
OBSCN,-0.16288936,-0.16288936,-0.3192271,-0.3192271,1.108868,0.0
RHOU,0.0715042,0.0715042,-0.069907956,-0.069907956,0.7046697,0.0
GALNT2,-0.20793359,-0.20793359,-0.37193915,-0.37193915,0.7046697,0.0
TRIM67,-0.5168622,-0.5168622,-0.68115443,-0.68115443,-1.0265216,0.0
MAP10,-1.4400889,-1.4400889,-1.5117309,-1.5117309,-1.0265216,0.0
SLC35F3,0.13141948,0.13141948,0.38864234,0.38864234,-1.0265216,0.0
IRF2BP2,1.0310602,1.0310602,1.1987585,1.1987585,-1.0265216,0.0
ARID4B,0.9427982,0.9427982,0.9456582,0.9456582,0.80272734,0.0
GNG4,0.7019729,0.7019729,0.68385017,0.68385017,2.3096917,0.0
ERO1LB,-0.095335245,-0.095335245,-0.17292048,-0.17292048,-1.0265216,0.0
LGALS8,1.0632907,1.0632907,1.0796409,1.0796409,-1.0265216,0.0
HEATR1,0.46746796,0.46746796,0.4010372,0.4010372,0.46516666,0.0
ACTN2,-1.2898228,-1.2898228,-1.4207492,-1.4207492,1.3797911,0.0
RYR2,-2.449784,-2.449784,-2.0289528,-2.0289528,0.5935012,0.0
CHRM3,-1.1010779,-1.1010779,-1.2396479,-1.2396479,0.7046697,0.0
KMO,-2.8091903,-2.8091903,-2.1135223,-2.1135223,-0.44945776,0.0
OPN3,-0.44816607,-0.44816607,-0.65040463,-0.65040463,0.46516666,0.0
CHML,0.7732245,0.7732245,0.73828167,0.73828167,0.46516666,0.0
EXO1,0.21588275,0.21588275,0.036638416,0.036638416,1.7768432,0.0
CEP170,0.8192631,0.8192631,0.803223,0.803223,-1.0265216,0.0
SDCCAG8,-0.44003204,-0.44003204,-0.6238132,-0.6238132,1.332205,0.0
AKT3,0.12056697,0.12056697,0.102813795,0.102813795,2.4094293,0.0
ZBTB18,1.0310602,1.0310602,1.3149697,1.3149697,-1.0265216,0.0
HNRNPU,-1.5887616,-1.5887616,-1.6157609,-1.6157609,1.0422304,0.0
SMYD3,1.0497972,1.0497972,1.0799414,1.0799414,0.12760599,0.0
CNST,0.82731926,0.82731926,0.86782813,0.86782813,-1.0265216,0.0
AHCTF1,0.43091035,0.43091035,0.32587335,0.32587335,1.4248035,0.0
ZNF670,1.0179465,1.0179465,1.3209859,1.3209859,-1.0265216,0.0
ZNF124,1.0310602,1.0310602,1.3185252,1.3185252,-1.0265216,0.0
OR2T33,0.3541701,0.3541701,0.46028197,0.46028197,0.12760599,0.0
OR2T6,0.3541701,0.3541701,0.46028197,0.46028197,0.12760599,0.0
ZNF672,1.3156704,1.3156704,1.6321,1.6321,-1.0265216,0.0
RSAD2,-0.6031227,-0.6031227,-0.83264315,-0.83264315,0.12760599,0.0
ID2,-0.71328133,-0.71328133,-0.9380285,-0.9380285,0.46516666,0.0
KIDINS220,-0.58301896,-0.58301896,-0.79967207,-0.79967207,0.8904428,0.0
ASAP2,0.9484405,0.9484405,1.0044494,1.0044494,-1.0265216,0.0
IAH1,-1.2376819,-1.2376819,-1.288132,-1.288132,-1.0265216,0.0
ADAM17,-2.0362298,-2.0362298,-1.8556678,-1.8556678,1.8050672,0.0
RRM2,0.45170718,0.45170718,0.3053166,0.3053166,0.80272734,0.0
HPCAL1,0.97707176,0.97707176,1.1410451,1.1410451,-1.0265216,0.0
ODC1,-0.27499184,-0.27499184,-0.48114958,-0.48114958,0.12760599,0.0
ATP6V1C2,-0.48167607,-0.48167607,-0.6519892,-0.6519892,1.0422304,0.0
PDIA6,0.931376,0.931376,0.9242211,0.9242211,0.5935012,1.0
ROCK2,-1.2376819,-1.2376819,-1.3546641,-1.3546641,1.7476288,0.0
LPIN1,0.6506905,0.6506905,0.5210524,0.5210524,1.332205,0.0
TRIB2,0.5650268,0.5650268,0.45798197,0.45798197,-1.0265216,0.0
NBAS,0.7688859,0.7688859,0.7338278,0.7338278,0.46516666,0.0
MYCN,0.9382516,0.9382516,1.1946667,1.1946667,1.4248035,0.0
FAM49A,-0.90386325,-0.90386325,-1.005529,-1.005529,-1.0265216,0.0
SMC6,0.01028486,0.01028486,-0.1560262,-0.1560262,0.12760599,0.0
TTC32,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
SDC1,-0.44003204,-0.44003204,-0.640018,-0.640018,2.0018673,0.0
RHOB,-0.41617954,-0.41617954,-0.60584646,-0.60584646,1.5081258,0.0
KLHL29,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
ATAD2B,0.5841469,0.5841469,0.5686798,0.5686798,-1.0265216,0.0
C2orf44,-2.6067832,-2.6067832,-2.0712736,-2.0712736,-1.0265216,0.0
FAM228A,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
ITSN2,0.7512588,0.7512588,0.6865873,0.6865873,0.80272734,0.0
ADCY3,-2.449784,-2.449784,-1.9687812,-1.9687812,2.0851896,0.0
ASXL2,-0.12571041,-0.12571041,-0.25412947,-0.25412947,-0.111897096,0.0
CENPA,0.7557071,0.7557071,0.713944,0.713944,1.5081258,0.0
OST4,0.7688859,0.7688859,0.90623945,0.90623945,1.6192942,1.0
CGREF1,-0.52594095,-0.52594095,-0.6329992,-0.6329992,-1.0265216,0.0
CAD,-3.094467,-3.094467,-2.1580563,-2.1580563,-0.44945776,1.0
UCN,-3.094467,-3.094467,-2.1580563,-2.1580563,0.46516666,0.0
EIF2B4,0.24701948,0.24701948,0.1083884,0.1083884,0.31337905,1.0
NRBP1,1.0419685,1.0419685,1.0440818,1.0440818,0.12760599,0.0
KRTCAP3,1.0858375,1.0858375,1.5209424,1.5209424,-1.0265216,0.0
FNDC4,0.5972284,0.5972284,0.61332065,0.61332065,-1.0265216,0.0
GCKR,-0.29444706,-0.29444706,-0.27667984,-0.27667984,0.7046697,0.0
C2orf16,0.39728594,0.39728594,0.4669176,0.4669176,-1.0265216,0.0
FOSL2,0.922103,0.922103,1.1763556,1.1763556,-1.0265216,0.0
PLB1,-2.0362298,-2.0362298,-1.8259431,-1.8259431,0.8904428,0.0
PPP1CB,0.80700284,0.80700284,0.7116492,0.7116492,1.8844155,0.0
SPDYA,0.7789681,0.7789681,0.7362488,0.7362488,-1.0265216,0.0
WDR43,0.37478948,0.37478948,0.29571858,0.29571858,0.46516666,0.0
FAM179A,-1.6768237,-1.6768237,-1.562172,-1.562172,-1.0265216,0.0
YPEL5,0.7527447,0.7527447,0.7172436,0.7172436,-0.44945776,0.0
LBH,0.014535886,0.014535886,-0.12291259,-0.12291259,-1.0265216,0.0
SPAST,-0.3077225,-0.3077225,-0.5417264,-0.5417264,0.7046697,0.0
BIRC6,0.09078161,0.09078161,-0.08554364,-0.08554364,0.31337905,0.0
LTBP1,-0.31445518,-0.31445518,-0.43287256,-0.43287256,0.80272734,0.0
RASGRP3,0.19323666,0.19323666,0.06559076,0.06559076,0.5935012,0.0
CRIM1,-0.20793359,-0.20793359,-0.31820926,-0.31820926,-1.0265216,0.0
STRN,-0.49904922,-0.49904922,-0.74092454,-0.74092454,1.2280035,0.0
EIF2AK2,0.08313371,0.08313371,-0.02254116,-0.02254116,1.2280035,0.0
CDC42EP3,1.0370313,1.0370313,1.0542302,1.0542302,0.7046697,0.0
SRSF7,1.1628269,1.1628269,1.2494552,1.2494552,1.108868,0.0
MAP4K3,-0.185051,-0.185051,-0.047531947,-0.047531947,-1.0265216,0.0
TMEM178A,0.35154992,0.35154992,0.40728775,0.40728775,-1.0265216,0.0
PKDCC,-1.6768237,-1.6768237,-1.6749495,-1.6749495,-1.0265216,0.0
EML4,0.46075678,0.46075678,0.38449895,0.38449895,0.8904428,0.0
ZFP36L2,-0.6451398,-0.6451398,-0.87225765,-0.87225765,-0.111897096,0.0
PLEKHH2,1.3896662,1.3896662,1.5201377,1.5201377,-1.0265216,0.0
LRPPRC,0.40947974,0.40947974,0.26745436,0.26745436,-0.44945776,0.0
EPAS1,0.2500587,0.2500587,0.189401,0.189401,1.3797911,0.0
MCFD2,0.35154992,0.35154992,0.26933587,0.26933587,0.7046697,0.0
CALM2,-2.449784,-2.449784,-1.8467859,-1.8467859,0.46516666,0.0
MSH6,-0.3350494,-0.3350494,-0.59690714,-0.59690714,-0.111897096,0.0
FOXN2,1.0458937,1.0458937,1.2739327,1.2739327,-1.0265216,0.0
GPR75,-0.19070236,-0.19070236,-0.1694377,-0.1694377,-1.0265216,0.0
PSME4,0.99412924,0.99412924,1.0046768,1.0046768,-0.44945776,0.0
ACYP2,0.67265284,0.67265284,0.728872,0.728872,-1.0265216,0.0
SPTBN1,-0.29444706,-0.29444706,-0.50747085,-0.50747085,1.7768432,0.0
RTN4,-2.1190996,-2.1190996,-1.8943762,-1.8943762,0.31337905,0.0
CLHC1,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
RPS27A,1.1991645,1.1991645,1.2413907,1.2413907,3.9552672,0.0
CCDC88A,-1.1010779,-1.1010779,-1.3059008,-1.3059008,0.46516666,0.0
REL,0.924433,0.924433,1.0702933,1.0702933,0.31337905,0.0
USP34,0.8995773,0.8995773,0.9033134,0.9033134,0.31337905,0.0
XPO1,0.7945252,0.7945252,0.7224622,0.7224622,2.3539069,0.0
EHBP1,0.2316234,0.2316234,0.13390903,0.13390903,-1.0265216,0.0
PELI1,-0.40071568,-0.40071568,-0.6062972,-0.6062972,1.5468549,0.0
AFTPH,0.08313371,0.08313371,-0.027873436,-0.027873436,-1.0265216,0.0
SLC1A4,-1.8338228,-1.8338228,-1.7389688,-1.7389688,0.31337905,0.0
ACTR2,-0.015776537,-0.015776537,-0.19755818,-0.19755818,1.4675065,0.0
MEIS1,0.5251532,0.5251532,0.61646783,0.61646783,-0.111897096,0.0
ETAA1,0.7846651,0.7846651,0.77126235,0.77126235,-1.0265216,0.0
CNRIP1,1.1366562,1.1366562,1.228187,1.228187,-1.0265216,0.0
PLEK,-0.7375452,-0.7375452,-0.9918112,-0.9918112,0.31337905,0.0
ARHGAP25,-1.3760831,-1.3760831,-1.3698488,-1.3698488,0.31337905,0.0
ANTXR1,0.10209945,0.10209945,-0.0808276,-0.0808276,-0.111897096,0.0
GFPT1,-1.3461391,-1.3461391,-1.4862207,-1.4862207,0.8904428,0.0
AAK1,0.124203034,0.124203034,0.0660442,0.0660442,0.31337905,0.0
ANXA4,0.5473628,0.5473628,0.40439862,0.40439862,-1.0265216,0.0
MXD1,1.0517406,1.0517406,1.229181,1.229181,-1.0265216,0.0
PCYOX1,0.34627932,0.34627932,0.24023408,0.24023408,-1.0265216,0.0
ZNF638,0.9162449,0.9162449,0.98704076,0.98704076,-0.111897096,0.0
ACTG2,0.027137658,0.027137658,-0.142924,-0.142924,1.108868,0.0
BOLA3,0.6792748,0.6792748,0.61496437,0.61496437,-1.0265216,0.0
MTHFD2,-0.55390126,-0.55390126,-0.7118112,-0.7118112,0.12760599,0.0
SEMA4F,-1.0415851,-1.0415851,-1.1372707,-1.1372707,0.31337905,0.0
CTNNA2,0.20626654,0.20626654,0.017926253,0.017926253,-0.44945776,0.0
TMSB10,0.73622465,0.73622465,0.7297962,0.7297962,-1.0265216,0.0
TGOLN2,0.8959537,0.8959537,0.9286746,0.9286746,0.9697911,0.0
CAPG,0.36969098,0.36969098,0.20114976,0.20114976,-1.0265216,0.0
MAT2A,0.6082507,0.6082507,0.5098745,0.5098745,0.12760599,0.0
VAMP5,0.43791106,0.43791106,0.3350423,0.3350423,-1.0265216,0.0
ST3GAL5,-1.2632694,-1.2632694,-1.30561,-1.30561,0.7046697,0.0
REEP1,0.8111133,0.8111133,0.81965244,0.81965244,0.12760599,0.0
KDM3A,0.55723065,0.55723065,0.45162636,0.45162636,0.5935012,0.0
RNF103,0.5822581,0.5822581,0.5926942,0.5926942,0.31337905,0.0
KRCC1,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
ANKRD36C,-3.094467,-3.094467,-2.1580563,-2.1580563,-1.0265216,0.0
ARID5A,0.4828835,0.4828835,0.3880974,0.3880974,-1.0265216,0.0
TMEM131,0.4166962,0.4166962,0.6925827,0.6925827,-1.0265216,0.0
MGAT4A,-0.8439481,-0.8439481,-1.0111551,-1.0111551,0.9697911,0.0
LYG2,0.37224478,0.37224478,0.31971905,0.31971905,-1.0265216,0.0
LYG1,0.5210387,0.5210387,0.5251467,0.5251467,-1.0265216,0.0
IL18R1,-0.9358496,-0.9358496,-1.123659,-1.123659,0.31337905,0.0
SULT1C4,-0.53513813,-0.53513813,-0.72667825,-0.72667825,0.31337905,0.0
GCC2,0.59165186,0.59165186,0.4904061,0.4904061,0.7046697,0.0
LIMS1,0.37224478,0.37224478,0.19730328,0.19730328,0.12760599,0.0
RANBP2,0.32206213,0.32206213,0.14731975,0.14731975,2.5898137,0.0
LIMS3,0.43558508,0.43558508,0.5232465,0.5232465,-1.0265216,0.0
BUB1,0.6642867,0.6642867,0.6623435,0.6623435,1.3797911,0.0
TMEM87B,0.47631824,0.47631824,0.4679152,0.4679152,-1.0265216,0.0
ZC3H6,0.6280206,0.6280206,0.71739405,0.71739405,-1.0265216,0.0
SLC20A1,-0.53513813,-0.53513813,-0.7445254,-0.7445254,0.12760599,0.0
NT5DC4,-0.46472162,-0.46472162,-0.581618,-0.581618,-1.0265216,0.0
CKAP2L,-0.43199095,-0.43199095,-0.56226707,-0.56226707,-1.0265216,0.0
IL1RN,0.22850332,0.22850332,0.06315291,0.06315291,0.46516666,0.0
ACTR3,0.5708175,0.5708175,0.4568913,0.4568913,1.4248035,0.0
DBI,-2.6067832,-2.6067832,-1.8709985,-1.8709985,0.12760599,0.0
RALB,-0.52594095,-0.52594095,-0.6801113,-0.6801113,0.46516666,0.0
GYPC,1.1253847,1.1253847,1.274911,1.274911,-0.111897096,0.0
PROC,0.17996123,0.17996123,0.1008394,0.1008394,0.80272734,0.0
IWS1,0.8662727,0.8662727,0.88219327,0.88219327,0.12760599,0.0
UGGT1,-0.3855843,-0.3855843,-0.52151525,-0.52151525,0.31337905,0.0
POTEF,-0.40840515,-0.40840515,-0.4559797,-0.4559797,-1.0265216,0.0
CCDC115,-0.45639503,-0.45639503,-0.68454355,-0.68454355,-1.0265216,0.0
PLEKHB2,0.74976987,0.74976987,0.8915307,0.8915307,-1.0265216,0.0
POTEE,-0.44003204,-0.44003204,-0.47933367,-0.47933367,0.31337905,0.0
CCDC74A,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
MGAT5,-0.37077162,-0.37077162,-0.50908333,-0.50908333,0.80272734,0.0
CCNT2,0.7557071,0.7557071,0.67359483,0.67359483,1.2280035,0.0
RAB3GAP1,-0.9196747,-0.9196747,-1.1252208,-1.1252208,0.7046697,0.0
DARS,1.1085795,1.1085795,1.1559702,1.1559702,-1.0265216,1.0
HNMT,0.5210387,0.5210387,0.42322037,0.42322037,-0.111897096,0.0
ZEB2,0.9302236,0.9302236,1.0589017,1.0589017,1.108868,0.0
ACVR2A,-1.7775066,-1.7775066,-1.6404599,-1.6404599,0.46516666,0.0
MBD5,-0.095335245,-0.095335245,-0.29726547,-0.29726547,-0.111897096,0.0
NEB,0.47631824,0.47631824,0.37778297,0.37778297,-0.111897096,0.0
NR4A2,0.34891966,0.34891966,0.28729925,0.28729925,0.31337905,0.0
GALNT5,-0.06621751,-0.06621751,-0.14525521,-0.14525521,-0.111897096,0.0
CYTIP,1.4092033,1.4092033,1.5876005,1.5876005,-1.0265216,0.0
TANC1,-1.2129924,-1.2129924,-1.3500011,-1.3500011,-1.0265216,0.0
BAZ2B,1.1912502,1.1912502,1.4424565,1.4424565,-1.0265216,0.0
MARCH7,0.109544694,0.109544694,-0.10200118,-0.10200118,-1.0265216,0.0
TANK,-0.39310938,-0.39310938,-0.63989407,-0.63989407,1.0422304,0.0
PSMD14,0.1058318,0.1058318,-0.03702764,-0.03702764,3.219255,0.0
SLC4A10,-1.6768237,-1.6768237,-1.6544564,-1.6544564,0.12760599,0.0
IFIH1,0.3923485,0.3923485,0.25050804,0.25050804,1.6532797,0.0
GCA,1.3424953,1.3424953,1.4579743,1.4579743,-0.44945776,0.0
KCNH7,-0.71328133,-0.71328133,-0.75607616,-0.75607616,0.12760599,0.0
SCN9A,-2.449784,-2.449784,-1.9103895,-1.9103895,0.9697911,0.0
NOSTRIN,1.1832457,1.1832457,1.2230003,1.2230003,-0.44945776,0.0
SPC25,0.84576637,0.84576637,0.8295916,0.8295916,1.3797911,0.0
ABCB11,-1.9621004,-1.9621004,-1.8152324,-1.8152324,0.80272734,0.0
DHRS9,-2.449784,-2.449784,-2.0299666,-2.0299666,0.46516666,0.0
KLHL41,0.6368263,0.6368263,0.5123175,0.5123175,0.31337905,0.0
ERICH2,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
GAD1,-0.55390126,-0.55390126,-0.8081276,-0.8081276,0.46516666,0.0
TLK1,0.7019729,0.7019729,0.7272401,0.7272401,-1.0265216,0.0
DLX2,0.4021888,0.4021888,0.48437846,0.48437846,-1.0265216,0.0
CDCA7,1.4598829,1.4598829,1.6842998,1.6842998,-1.0265216,0.0
CIR1,0.24701948,0.24701948,0.114907205,0.114907205,-1.0265216,0.0
HNRNPA3,1.0045838,1.0045838,1.0433975,1.0433975,0.80272734,0.0
NFE2L2,0.01876175,0.01876175,-0.12427252,-0.12427252,1.5081258,0.0
TTN,-1.3174176,-1.3174176,-1.4493448,-1.4493448,0.5935012,0.0
ITGA4,-1.5485461,-1.5485461,-1.489885,-1.489885,0.8904428,0.0
SSFA2,0.62979066,0.62979066,0.6355932,0.6355932,-1.0265216,0.0
DNAJC10,-0.82973385,-0.82973385,-0.93041664,-0.93041664,0.12760599,0.0
ITGAV,-1.5887616,-1.5887616,-1.5663797,-1.5663797,1.8323655,0.0
TFPI,-0.34912127,-0.34912127,-0.45719802,-0.45719802,-0.111897096,0.0
SLC40A1,0.7035665,0.7035665,0.5711954,0.5711954,0.5935012,0.0
OSGEPL1,-0.49030897,-0.49030897,-0.643336,-0.643336,-0.111897096,0.0
C2orf88,1.0399978,1.0399978,1.2411523,1.2411523,-1.0265216,0.0
INPP1,0.7512588,0.7512588,0.70841086,0.70841086,-0.44945776,0.0
MFSD6,1.2381984,1.2381984,1.4964128,1.4964128,-1.0265216,0.0
NAB1,0.16300678,0.16300678,0.0486138,0.0486138,0.7046697,0.0
GLS,-1.18914,-1.18914,-1.3355896,-1.3355896,0.7046697,0.0
STAT1,-0.53513813,-0.53513813,-0.77038807,-0.77038807,2.435861,0.0
NABP1,1.0419685,1.0419685,1.0820174,1.0820174,-0.44945776,0.0
SLC39A10,-2.449784,-2.449784,-1.9788476,-1.9788476,0.12760599,0.0
STK17B,-0.24371655,-0.24371655,-0.106180124,-0.106180124,-1.0265216,0.0
SF3B1,0.16300678,0.16300678,0.06424085,0.06424085,1.108868,0.0
HSPD1,-1.1437321,-1.1437321,-1.2750777,-1.2750777,0.5935012,0.0
HSPE1,0.40947974,0.40947974,0.3120791,0.3120791,0.5935012,0.0
RFTN2,0.93367547,0.93367547,1.0506004,1.0506004,-1.0265216,0.0
SPATS2L,1.0300602,1.0300602,1.1502104,1.1502104,-1.0265216,0.0
SGOL2,0.6609123,0.6609123,0.6283354,0.6283354,-1.0265216,0.0
CLK1,-0.45639503,-0.45639503,-0.6043815,-0.6043815,-1.0265216,0.0
CFLAR,-2.0362298,-2.0362298,-1.7983059,-1.7983059,1.0422304,0.0
CASP10,0.15263435,0.15263435,-0.03695596,-0.03695596,0.46516666,0.0
CASP8,-1.8338228,-1.8338228,-1.6943543,-1.6943543,2.1239185,0.0
TRAK2,0.37985104,0.37985104,0.21483816,0.21483816,-0.44945776,0.0
CDK15,1.2829081,1.2829081,1.3836908,1.3836908,-1.0265216,0.0
FZD7,-1.3760831,-1.3760831,-1.4928285,-1.4928285,1.0422304,0.0
BMPR2,-2.2130494,-2.2130494,-1.8977989,-1.8977989,-0.111897096,0.0
CARF,0.51064587,0.51064587,0.57493484,0.57493484,-1.0265216,0.0
ABI2,0.055692773,0.055692773,-0.15630525,-0.15630525,1.4248035,0.0
