src,dst
NUP210,R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly
NUP214,R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly
RANBP2,R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly
TPR,R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly
DIS3,R-HSA-9930044|Nuclear RNA decay
EXOSC4,R-HSA-9930044|Nuclear RNA decay
EXOSC8,R-HSA-9930044|Nuclear RNA decay
ZC3H18,R-HSA-9930044|Nuclear RNA decay
ZFC3H1,R-HSA-9930044|Nuclear RNA decay
NR3C1,R-HSA-383280|Nuclear Receptor transcription pathway
NR4A1,R-HSA-383280|Nuclear Receptor transcription pathway
NR4A2,R-HSA-383280|Nuclear Receptor transcription pathway
NRBF2,R-HSA-383280|Nuclear Receptor transcription pathway
NRBP1,R-HSA-383280|Nuclear Receptor transcription pathway
PPARA,R-HSA-383280|Nuclear Receptor transcription pathway
PPARD,R-HSA-383280|Nuclear Receptor transcription pathway
THRA,R-HSA-383280|Nuclear Receptor transcription pathway
THRB,R-HSA-383280|Nuclear Receptor transcription pathway
VDR,R-HSA-383280|Nuclear Receptor transcription pathway
ABCC3,R-HSA-9759194|Nuclear events mediated by NFE2L2
ADRM1,R-HSA-9759194|Nuclear events mediated by NFE2L2
AREG,R-HSA-9759194|Nuclear events mediated by NFE2L2
ATF4,R-HSA-9759194|Nuclear events mediated by NFE2L2
BACH1,R-HSA-9759194|Nuclear events mediated by NFE2L2
CCL2,R-HSA-9759194|Nuclear events mediated by NFE2L2
CREBBP,R-HSA-9759194|Nuclear events mediated by NFE2L2
EGF,R-HSA-9759194|Nuclear events mediated by NFE2L2
EP300,R-HSA-9759194|Nuclear events mediated by NFE2L2
GSK3B,R-HSA-9759194|Nuclear events mediated by NFE2L2
IDH1,R-HSA-9759194|Nuclear events mediated by NFE2L2
IL8,R-HSA-9759194|Nuclear events mediated by NFE2L2
MAFG,R-HSA-9759194|Nuclear events mediated by NFE2L2
ME1,R-HSA-9759194|Nuclear events mediated by NFE2L2
MYC,R-HSA-9759194|Nuclear events mediated by NFE2L2
NFE2L2,R-HSA-9759194|Nuclear events mediated by NFE2L2
NOTCH1,R-HSA-9759194|Nuclear events mediated by NFE2L2
NQO1,R-HSA-9759194|Nuclear events mediated by NFE2L2
PRDX1,R-HSA-9759194|Nuclear events mediated by NFE2L2
PSMC1,R-HSA-9759194|Nuclear events mediated by NFE2L2
PSMC2,R-HSA-9759194|Nuclear events mediated by NFE2L2
PSMD11,R-HSA-9759194|Nuclear events mediated by NFE2L2
PSMD12,R-HSA-9759194|Nuclear events mediated by NFE2L2
PSMD14,R-HSA-9759194|Nuclear events mediated by NFE2L2
RPS27A,R-HSA-9759194|Nuclear events mediated by NFE2L2
SLC7A11,R-HSA-9759194|Nuclear events mediated by NFE2L2
SOD3,R-HSA-9759194|Nuclear events mediated by NFE2L2
SQSTM1,R-HSA-9759194|Nuclear events mediated by NFE2L2
TKT,R-HSA-9759194|Nuclear events mediated by NFE2L2
TXNRD1,R-HSA-9759194|Nuclear events mediated by NFE2L2
UBC,R-HSA-9759194|Nuclear events mediated by NFE2L2
AGO1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
AGO4,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
CCNB1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
CEBPB,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
GZMB,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
IL10RA,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
JUNB,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
NOTCH1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
NPM1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
PRF1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
RPS6,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
STAT3,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
TNRC6C,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
TWIST1,R-HSA-9725371|Nuclear events stimulated by ALK signaling in cancer
NPM1,R-HSA-180746|Nuclear import of Rev protein
NUP210,R-HSA-180746|Nuclear import of Rev protein
NUP214,R-HSA-180746|Nuclear import of Rev protein
RANBP2,R-HSA-180746|Nuclear import of Rev protein
TPR,R-HSA-180746|Nuclear import of Rev protein
ADAM17,R-HSA-1251985|Nuclear signaling by ERBB4
ADAP1,R-HSA-1251985|Nuclear signaling by ERBB4
APOE,R-HSA-1251985|Nuclear signaling by ERBB4
HBEGF,R-HSA-1251985|Nuclear signaling by ERBB4
MXD4,R-HSA-1251985|Nuclear signaling by ERBB4
NRG2,R-HSA-1251985|Nuclear signaling by ERBB4
NRG4,R-HSA-1251985|Nuclear signaling by ERBB4
SPARC,R-HSA-1251985|Nuclear signaling by ERBB4
STMN1,R-HSA-1251985|Nuclear signaling by ERBB4
CENPA,R-HSA-774815|Nucleosome assembly
CENPC,R-HSA-774815|Nucleosome assembly
CENPM,R-HSA-774815|Nucleosome assembly
CENPU,R-HSA-774815|Nucleosome assembly
HJURP,R-HSA-774815|Nucleosome assembly
MIS18BP1,R-HSA-774815|Nucleosome assembly
NPM1,R-HSA-774815|Nucleosome assembly
SMARCA5,R-HSA-774815|Nucleosome assembly
ACTB,R-HSA-5696398|Nucleotide Excision Repair
PARP1,R-HSA-5696398|Nucleotide Excision Repair
PCNA,R-HSA-5696398|Nucleotide Excision Repair
POLD4,R-HSA-5696398|Nucleotide Excision Repair
POLR2A,R-HSA-5696398|Nucleotide Excision Repair
RAD23A,R-HSA-5696398|Nucleotide Excision Repair
RFC4,R-HSA-5696398|Nucleotide Excision Repair
RNF111,R-HSA-5696398|Nucleotide Excision Repair
RPS27A,R-HSA-5696398|Nucleotide Excision Repair
TCEA1,R-HSA-5696398|Nucleotide Excision Repair
UBC,R-HSA-5696398|Nucleotide Excision Repair
YY1,R-HSA-5696398|Nucleotide Excision Repair
APP,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
BIRC3,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
CASP4,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
CASP8,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
HSP90AB1,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
IRAK2,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
NFKB2,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
NOD1,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
PANX1,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
PYCARD,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
RPS27A,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
TXNIP,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
UBC,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
UBE2V1,"R-HSA-168643|Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
ADAMTS10,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
ADAMTS14,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
ADAMTS4,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
ADAMTS9,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
CFP,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
SPON2,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
THBS1,R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
ADAMTS10,R-HSA-5173105|O-linked glycosylation
ADAMTS14,R-HSA-5173105|O-linked glycosylation
ADAMTS4,R-HSA-5173105|O-linked glycosylation
ADAMTS9,R-HSA-5173105|O-linked glycosylation
C1GALT1,R-HSA-5173105|O-linked glycosylation
CFP,R-HSA-5173105|O-linked glycosylation
GALNT10,R-HSA-5173105|O-linked glycosylation
GALNT2,R-HSA-5173105|O-linked glycosylation
GALNT5,R-HSA-5173105|O-linked glycosylation
GALNT7,R-HSA-5173105|O-linked glycosylation
MUC12,R-HSA-5173105|O-linked glycosylation
MUC15,R-HSA-5173105|O-linked glycosylation
MUC20,R-HSA-5173105|O-linked glycosylation
MUC4,R-HSA-5173105|O-linked glycosylation
SPON2,R-HSA-5173105|O-linked glycosylation
ST3GAL2,R-HSA-5173105|O-linked glycosylation
ST6GAL1,R-HSA-5173105|O-linked glycosylation
ST6GALNAC2,R-HSA-5173105|O-linked glycosylation
THBS1,R-HSA-5173105|O-linked glycosylation
C1GALT1,R-HSA-913709|O-linked glycosylation of mucins
GALNT10,R-HSA-913709|O-linked glycosylation of mucins
GALNT2,R-HSA-913709|O-linked glycosylation of mucins
GALNT5,R-HSA-913709|O-linked glycosylation of mucins
GALNT7,R-HSA-913709|O-linked glycosylation of mucins
MUC12,R-HSA-913709|O-linked glycosylation of mucins
MUC15,R-HSA-913709|O-linked glycosylation of mucins
MUC20,R-HSA-913709|O-linked glycosylation of mucins
MUC4,R-HSA-913709|O-linked glycosylation of mucins
ST3GAL2,R-HSA-913709|O-linked glycosylation of mucins
ST6GAL1,R-HSA-913709|O-linked glycosylation of mucins
ST6GALNAC2,R-HSA-913709|O-linked glycosylation of mucins
AQP1,R-HSA-1480926|O2/CO2 exchange in erythrocytes
CA1,R-HSA-1480926|O2/CO2 exchange in erythrocytes
HBA1,R-HSA-1480926|O2/CO2 exchange in erythrocytes
RHAG,R-HSA-1480926|O2/CO2 exchange in erythrocytes
SLC4A1,R-HSA-1480926|O2/CO2 exchange in erythrocytes
ADCY3,R-HSA-381753|Olfactory Signaling Pathway
OR1E1,R-HSA-381753|Olfactory Signaling Pathway
OR2T33,R-HSA-381753|Olfactory Signaling Pathway
OR2T6,R-HSA-381753|Olfactory Signaling Pathway
OR7D2,R-HSA-381753|Olfactory Signaling Pathway
OR8D1,R-HSA-381753|Olfactory Signaling Pathway
OR8D2,R-HSA-381753|Olfactory Signaling Pathway
OR8G5,R-HSA-381753|Olfactory Signaling Pathway
REEP1,R-HSA-381753|Olfactory Signaling Pathway
AGO1,R-HSA-2559585|Oncogene Induced Senescence
AGO4,R-HSA-2559585|Oncogene Induced Senescence
CDK6,R-HSA-2559585|Oncogene Induced Senescence
CDKN2C,R-HSA-2559585|Oncogene Induced Senescence
CDKN2D,R-HSA-2559585|Oncogene Induced Senescence
ETS2,R-HSA-2559585|Oncogene Induced Senescence
ID1,R-HSA-2559585|Oncogene Induced Senescence
MDM2,R-HSA-2559585|Oncogene Induced Senescence
MDM4,R-HSA-2559585|Oncogene Induced Senescence
RPS27A,R-HSA-2559585|Oncogene Induced Senescence
TFDP2,R-HSA-2559585|Oncogene Induced Senescence
TNRC6A,R-HSA-2559585|Oncogene Induced Senescence
TNRC6B,R-HSA-2559585|Oncogene Induced Senescence
TNRC6C,R-HSA-2559585|Oncogene Induced Senescence
UBC,R-HSA-2559585|Oncogene Induced Senescence
ACTB,R-HSA-6802957|Oncogenic MAPK signaling
ACTG1,R-HSA-6802957|Oncogenic MAPK signaling
AGGF1,R-HSA-6802957|Oncogenic MAPK signaling
AP3B1,R-HSA-6802957|Oncogenic MAPK signaling
CALM1,R-HSA-6802957|Oncogenic MAPK signaling
